,age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeeid,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
960,41,No,Travel_Rarely,Sales,6,4,Marketing,961,Male,1,Research Scientist,Single,28210,1,17,0,10,3,10,8,7,4,3,3,3,3,6.526073181615278
961,29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,962,Male,2,Research Scientist,Married,192370,9,11,1,9,2,5,1,2,4,3,3,3,3,7.352695225345555
962,36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,963,Female,3,Research Scientist,Single,41070,3,11,1,17,2,13,6,7,3,4,2,1,3,5.831897590361389
963,45,No,Non-Travel,Sales,2,3,Life Sciences,964,Female,2,Manufacturing Director,Married,83960,3,15,2,25,3,23,14,4,3,3,2,2,3,5.9937059348502775
964,24,Yes,Travel_Rarely,Sales,6,2,Medical,965,Female,2,Manager,Married,20070,1,12,0,1,2,1,0,0,4,3,3,2,3,6.074939759036111
965,47,Yes,Travel_Frequently,Research & Development,1,3,Medical,966,Female,2,Sales Executive,Married,196270,7,11,2,25,1,23,14,10,3,3,1,3,3,6.459363007585834
966,26,No,Travel_Rarely,Research & Development,9,1,Medical,967,Male,1,Sales Executive,Married,106860,1,14,1,3,2,3,0,2,4,3,4,3,3,7.595769745649166
967,45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,968,Male,1,Research Director,Single,29420,1,22,1,21,4,21,8,6,4,2,3,3,4,5.997226684515834
968,32,No,Travel_Frequently,Sales,1,1,Marketing,969,Male,2,Laboratory Technician,Married,88580,6,16,1,10,2,5,1,3,1,3,2,3,3,6.2699743418116665
969,31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,970,Male,1,Sales Executive,Married,167560,1,11,2,6,5,5,0,3,2,3,4,3,3,6.583981481481389
970,41,No,Non-Travel,Sales,2,2,Medical,971,Male,2,Research Scientist,Married,107980,6,14,2,10,5,3,1,2,3,2,3,1,3,7.164461178045278
971,40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,972,Male,1,Healthcare Representative,Married,23230,2,16,1,18,2,1,0,0,2,1,3,3,3,9.312427487728613
972,24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,973,Female,1,Research Scientist,Divorced,14160,1,15,1,6,3,6,1,2,2,1,4,2,3,5.58198237394
973,46,No,Travel_Rarely,Research & Development,6,3,Medical,974,Male,4,Sales Executive,Single,46150,6,12,0,19,3,10,0,9,3,2,3,2,3,7.423622266845
974,35,No,Travel_Rarely,Sales,8,4,Life Sciences,975,Male,1,Laboratory Technician,Married,24610,2,20,1,17,4,7,0,7,4,3,3,3,4,6.698284248103334
975,30,No,Travel_Rarely,Sales,9,4,Marketing,976,Male,1,Laboratory Technician,Married,87220,1,17,1,10,3,10,0,8,2,4,2,3,3,6.691999107541111
976,47,No,Non-Travel,Research & Development,3,2,Life Sciences,977,Female,2,Sales Executive,Married,39550,7,12,1,4,5,1,0,0,3,2,1,3,3,7.256156849620556
977,46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,978,Female,3,Sales Executive,Divorced,99570,4,20,0,13,1,10,0,3,3,4,2,3,4,9.090969433288612
978,36,Yes,Travel_Rarely,Research & Development,1,3,Medical,979,Male,2,Manufacturing Director,Divorced,33760,5,20,0,16,3,2,2,2,2,1,3,3,4,9.960273315483889
979,32,Yes,Travel_Rarely,Research & Development,26,3,Medical,980,Female,2,Research Director,Single,88230,6,13,2,10,3,0,0,0,1,2,3,3,3,6.816898705934722
980,23,No,Travel_Rarely,Sales,6,4,Life Sciences,981,Male,3,Manufacturing Director,Single,103220,1,14,2,3,2,3,1,2,3,2,1,3,3,5.687468763944445
981,31,No,Travel_Frequently,Sales,3,3,Marketing,982,Male,2,Sales Executive,Single,46210,2,18,1,9,3,5,1,4,4,4,2,3,3,6.175866800535278
982,39,No,Non-Travel,Research & Development,3,3,Life Sciences,983,Female,2,Manufacturing Director,Married,109760,1,11,0,9,3,9,5,8,4,4,3,2,3,10.116549531459166
983,32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,984,Male,1,Research Scientist,Married,36600,3,11,2,10,0,4,0,2,4,3,1,2,3,7.476610887996389
984,40,No,Travel_Rarely,Sales,6,3,Life Sciences,985,Male,3,Manufacturing Director,Single,104820,1,11,1,21,6,21,12,8,2,2,2,2,3,7.716131191432223
985,45,No,Travel_Rarely,Research & Development,19,4,Medical,986,Male,1,Sales Representative,Married,71190,4,15,0,9,2,5,0,3,3,3,4,3,3,7.504865015617778
986,30,No,Travel_Frequently,Sales,9,3,Life Sciences,987,Male,1,Research Director,Single,95820,0,12,1,10,2,9,0,7,4,1,3,3,3,5.9239982150825
987,24,No,Travel_Frequently,Sales,3,4,Marketing,988,Male,1,Sales Executive,Married,45080,0,11,1,3,5,2,2,1,1,4,3,3,3,5.616275100401388
988,30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,989,Female,1,Human Resources,Divorced,22070,6,14,0,6,4,4,1,2,3,4,2,3,3,6.205102632753055
989,31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,990,Male,3,Laboratory Technician,Married,77560,1,15,2,6,3,5,0,2,1,3,3,4,3,7.028778447121667
990,27,No,Travel_Rarely,Sales,3,3,Life Sciences,991,Male,1,Manager,Single,66940,1,13,1,6,2,6,1,4,3,4,2,2,3,5.797469879518055
991,29,Yes,Travel_Rarely,Sales,4,3,Marketing,992,Male,5,Research Scientist,Single,36910,1,13,0,2,3,2,2,2,2,2,3,3,3,6.2590751896472225
992,29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,993,Female,1,Sales Executive,Single,23770,8,21,1,10,2,3,0,2,4,3,4,3,4,8.486671128960277
993,30,No,Travel_Rarely,Sales,7,3,Life Sciences,994,Male,3,Sales Executive,Divorced,23130,2,11,0,12,5,7,1,7,3,1,3,3,3,7.450123828647778
994,34,No,Travel_Rarely,Research & Development,1,2,Medical,995,Female,2,Healthcare Representative,Married,176650,0,11,0,6,5,5,1,2,4,4,3,2,3,9.456818384649443
995,33,No,Non-Travel,Research & Development,2,4,Medical,996,Male,1,Sales Representative,Single,25960,8,14,1,13,4,11,1,7,4,2,2,3,3,6.763322177599167
996,49,No,Travel_Rarely,Sales,3,4,Marketing,997,Male,1,Sales Executive,Single,47280,3,11,1,8,4,5,0,4,4,4,4,3,3,7.604820392681666
997,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,998,Male,1,Sales Executive,Single,43020,2,13,0,11,3,0,0,0,1,1,2,1,3,7.580101517179722
998,38,No,Travel_Frequently,Research & Development,28,3,Medical,999,Male,1,Healthcare Representative,Married,29790,4,12,1,9,3,6,0,5,3,2,2,3,3,7.752089468986944
999,31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,1000,Male,2,Laboratory Technician,Married,168850,2,14,2,10,2,1,0,0,1,3,3,3,3,6.0184426595269445
1000,29,No,Travel_Rarely,Research & Development,3,4,Other,1001,Female,2,Sales Representative,Divorced,55930,1,13,1,1,3,1,0,0,4,1,3,3,3,5.7108801874161115
1001,30,No,Travel_Rarely,Research & Development,2,1,Medical,1002,Male,1,Sales Representative,Married,104450,3,18,1,10,3,7,1,7,3,3,3,3,3,6.551996876394444
1002,32,No,Non-Travel,Research & Development,10,4,Life Sciences,1003,Female,1,Laboratory Technician,Single,87400,2,11,1,12,2,7,0,7,2,2,3,3,3,5.508780678268611
1003,38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,1004,Female,1,Manufacturing Director,Married,25140,3,11,0,15,2,1,1,0,2,4,3,2,3,8.512315930388056
1004,43,Yes,Travel_Frequently,Research & Development,1,4,Other,1005,Male,3,Sales Executive,Married,76550,9,12,1,6,3,1,0,0,3,3,3,3,3,8.103367916108612
1005,42,No,Travel_Rarely,Human Resources,1,3,Other,1006,Female,1,Healthcare Representative,Divorced,174650,8,13,1,7,3,5,0,4,2,2,2,3,3,6.281050870147222
1006,55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1007,Female,1,Sales Executive,Married,73510,8,20,1,34,3,1,0,0,3,1,3,3,4,7.0868652387325
1007,33,No,Non-Travel,Research & Development,14,3,Other,1008,Male,1,Research Scientist,Divorced,108200,5,12,0,11,2,9,1,7,4,2,2,3,3,6.255401606425556
1008,41,No,Travel_Rarely,Research & Development,5,3,Medical,1009,Male,1,Sales Representative,Divorced,121690,1,19,0,5,2,5,0,4,3,1,3,3,3,6.009721106648611
1009,34,No,Non-Travel,Research & Development,7,4,Medical,1010,Female,1,Research Scientist,Divorced,196260,1,21,0,15,5,15,0,7,4,3,3,2,4,7.8463029897366665
1010,53,No,Non-Travel,Research & Development,10,4,Medical,1011,Male,2,Healthcare Representative,Married,20700,4,13,2,27,2,3,0,2,1,3,2,4,3,7.554045069165277
1011,43,No,Travel_Rarely,Sales,16,2,Marketing,1012,Female,1,Laboratory Technician,Single,67820,0,16,1,10,2,9,1,8,2,4,3,3,3,5.721664435519722
1012,34,No,Travel_Rarely,Sales,10,2,Life Sciences,1013,Female,5,Sales Executive,Single,77790,5,12,1,6,2,2,2,2,4,4,3,3,3,7.548742748772778
1013,21,Yes,Travel_Rarely,Sales,1,2,Marketing,1014,Male,5,Healthcare Representative,Single,27910,1,14,0,1,3,1,1,0,2,2,3,4,3,7.066681169120833
1014,38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1015,Female,2,Sales Executive,Married,32010,1,11,1,5,3,5,0,4,4,3,3,2,3,6.0464982150825
1015,22,Yes,Travel_Rarely,Research & Development,1,3,Other,1016,Male,4,Research Scientist,Married,49680,1,14,0,1,3,1,0,0,3,1,3,3,3,8.663879964301389
1016,31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1017,Male,5,Sales Executive,Married,131200,1,12,2,13,6,12,5,7,1,4,3,2,3,6.796309683176944
1017,51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1018,Female,1,Manager,Married,40330,2,14,0,15,2,2,2,2,1,3,3,3,3,6.3962449799194445
1018,37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1019,Male,2,Sales Executive,Married,32910,1,16,3,5,2,5,0,3,2,2,3,2,3,7.75026215975
1019,46,No,Travel_Rarely,Sales,3,4,Marketing,1020,Female,1,Sales Representative,Divorced,42720,7,13,0,24,3,2,2,2,3,4,3,4,3,9.858256358768333
1020,36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1021,Female,4,Research Scientist,Married,50560,7,12,0,15,2,12,5,7,4,1,3,2,3,9.201354306113332
1021,44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,1022,Male,1,Research Scientist,Divorced,28440,1,12,0,6,2,5,2,3,3,2,2,4,3,8.576400044622778
1022,37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,1023,Male,2,Sales Executive,Divorced,27030,2,14,0,19,2,10,4,7,3,2,2,3,3,5.5958389112002775
1023,35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1024,Male,2,Research Scientist,Single,19040,1,22,1,10,4,10,7,7,3,4,3,3,4,7.900931503792778
1024,33,No,Travel_Rarely,Research & Development,8,5,Medical,1025,Male,2,Laboratory Technician,Married,82240,6,19,0,14,3,10,7,6,4,1,3,3,3,7.872810129406389
1025,28,No,Travel_Rarely,Sales,9,3,Medical,1026,Female,2,Sales Executive,Married,47660,1,12,0,5,3,5,0,3,3,4,4,3,3,6.803930165104722
1026,39,No,Travel_Rarely,Sales,3,4,Marketing,1027,Female,2,Laboratory Technician,Single,26100,7,12,0,9,2,4,2,2,3,3,3,2,3,6.619466755912501
1027,46,No,Non-Travel,Research & Development,9,2,Life Sciences,1028,Male,2,Manufacturing Director,Single,57310,8,17,0,6,2,2,2,2,2,2,3,3,3,6.531731369923889
1028,40,No,Travel_Rarely,Research & Development,2,2,Medical,1029,Male,1,Research Director,Married,25390,4,12,1,7,3,4,0,2,3,1,2,3,3,6.095861222668333
1029,42,No,Travel_Rarely,Research & Development,7,4,Other,1030,Female,2,Laboratory Technician,Married,57140,5,11,0,10,2,0,0,0,2,1,2,3,3,6.120848951360833
1030,35,No,Non-Travel,Sales,10,1,Life Sciences,1031,Female,2,Research Director,Divorced,43230,2,18,3,15,3,7,1,7,2,4,3,3,3,6.355355867915833
1031,38,No,Non-Travel,Sales,6,4,Marketing,1032,Male,3,Sales Executive,Divorced,73360,5,11,0,13,3,11,3,8,1,2,3,3,3,7.646014056224722
1032,34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1033,Male,1,Manufacturing Director,Married,134990,4,23,2,11,2,7,0,7,4,1,2,4,4,7.2915885765283335
1033,37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1034,Male,1,Laboratory Technician,Single,137580,1,11,1,10,5,10,0,8,4,1,1,3,3,6.058831994645
1034,39,No,Travel_Frequently,Research & Development,2,1,Medical,1035,Male,2,Healthcare Representative,Divorced,51550,2,18,1,7,3,2,2,2,3,4,3,2,3,5.949748995983889
1035,43,No,Non-Travel,Human Resources,8,5,Medical,1036,Female,3,Sales Executive,Single,22580,4,18,0,7,2,3,1,2,1,3,2,3,3,6.732850290048889
1036,41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1037,Male,3,Research Scientist,Single,35970,3,13,1,11,2,3,1,2,2,2,1,1,3,7.361606425702777
1037,41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1038,Male,3,Laboratory Technician,Divorced,25150,0,18,0,23,2,22,13,5,3,3,4,2,3,10.116121151271667
1038,30,No,Travel_Rarely,Sales,26,3,Marketing,1039,Female,2,Manager,Single,44200,9,11,0,9,3,7,0,2,1,3,3,3,3,6.842600401606388
1039,26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1040,Female,3,Sales Executive,Married,65780,0,15,2,6,3,5,1,4,4,2,3,2,3,8.030913654618335
1040,46,Yes,Travel_Rarely,Research & Development,10,3,Medical,1041,Male,1,Sales Executive,Married,44220,4,11,1,13,2,9,3,7,4,2,4,3,3,7.839794734493333
1041,40,No,Travel_Rarely,Sales,27,2,Medical,1042,Female,3,Sales Executive,Divorced,102740,4,18,0,12,3,5,0,3,3,4,3,3,3,6.167845827755278
1042,34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1043,Male,2,Laboratory Technician,Married,53430,1,14,0,10,5,10,4,8,2,3,3,2,3,6.870494199018056
1043,58,No,Non-Travel,Research & Development,2,4,Medical,1044,Male,1,Laboratory Technician,Divorced,23760,4,12,1,37,3,16,14,14,2,2,2,3,3,6.445216421240278
1044,35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1045,Female,3,Manufacturing Director,Married,53460,0,14,0,6,3,5,0,3,2,3,4,2,3,6.779755689424166
1045,47,No,Travel_Rarely,Research & Development,19,5,Medical,1046,Female,2,Research Scientist,Divorced,28270,8,14,1,28,3,22,14,10,3,2,3,3,3,10.107559125390278
1046,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1047,Male,2,Manager,Divorced,199430,2,13,1,15,3,7,7,7,2,1,3,3,3,6.878937974118611
1047,54,No,Travel_Rarely,Sales,27,4,Medical,1048,Male,1,Research Scientist,Married,31310,4,14,0,14,3,7,1,7,4,4,2,2,3,6.515185185185
1048,31,No,Travel_Frequently,Sales,8,4,Other,1049,Female,3,Manufacturing Director,Married,25520,2,18,0,9,2,3,2,2,1,1,3,3,3,7.069731146809445
1049,28,No,Travel_Rarely,Sales,1,2,Life Sciences,1050,Male,3,Manager,Married,44770,1,15,0,3,6,3,1,2,3,1,3,3,3,6.976151271753611
1050,38,No,Travel_Rarely,Research & Development,19,3,Medical,1051,Female,2,Manufacturing Director,Married,64740,2,13,2,20,3,4,0,3,2,4,2,1,3,9.091726907630278
1051,26,No,Travel_Rarely,Sales,8,3,Marketing,1052,Female,1,Healthcare Representative,Single,30330,1,12,0,5,2,5,1,2,3,4,3,2,3,5.876035252119445
1052,58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1053,Female,1,Sales Representative,Married,29360,2,13,1,23,3,2,2,2,1,3,3,3,3,9.242141900936943
1053,18,No,Non-Travel,Research & Development,2,3,Life Sciences,1054,Male,3,Sales Representative,Single,186060,1,24,2,0,4,0,0,0,2,3,1,3,4,7.222269076305
1054,31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1055,Male,3,Laboratory Technician,Married,21680,0,14,1,2,2,1,0,0,4,1,3,3,3,5.767146363230555
1055,29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1056,Male,1,Manager,Divorced,28530,4,14,1,4,5,2,2,0,1,1,3,2,3,8.486426818384444
1056,45,No,Non-Travel,Sales,1,4,Technical Degree,1057,Male,1,Research Scientist,Married,170480,4,15,0,10,3,8,5,7,3,3,4,2,3,6.7113966979025
1057,36,No,Travel_Rarely,Sales,2,3,Technical Degree,1058,Female,5,Laboratory Technician,Married,22900,4,11,0,15,5,1,0,0,4,2,3,3,3,10.059529228023056
1058,43,No,Travel_Frequently,Sales,8,3,Medical,1059,Male,1,Research Director,Married,36000,1,23,0,7,2,7,7,7,1,4,3,3,4,6.462997545738333
1059,27,No,Travel_Frequently,Sales,8,4,Life Sciences,1060,Male,5,Research Scientist,Single,21070,0,13,0,6,2,5,0,2,4,4,2,3,3,9.919124274877221
1060,29,No,Travel_Frequently,Research & Development,6,2,Medical,1061,Male,1,Human Resources,Married,41150,1,11,0,11,1,11,3,10,4,4,4,3,3,7.322629406514722
1061,32,No,Travel_Frequently,Sales,9,4,Life Sciences,1062,Male,4,Sales Executive,Single,43270,8,13,0,4,4,0,0,0,4,4,4,3,3,7.021560687193055
1062,42,No,Non-Travel,Research & Development,11,3,Medical,1063,Male,1,Manager,Married,178560,3,18,0,10,2,6,3,3,3,3,2,3,3,6.178058902275556
1063,47,No,Travel_Rarely,Sales,2,2,Life Sciences,1064,Female,5,Manager,Single,31960,4,14,1,7,3,2,2,0,2,3,3,2,3,5.536802766621944
1064,46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1065,Female,1,Laboratory Technician,Divorced,190810,3,21,0,12,2,9,4,7,4,4,2,3,4,6.917404060686945
1065,28,No,Non-Travel,Research & Development,7,3,Life Sciences,1066,Male,1,Sales Executive,Divorced,89660,1,16,1,3,3,3,2,2,3,4,3,2,3,7.200253235162778
1066,29,No,Travel_Rarely,Research & Development,16,3,Medical,1067,Female,1,Manufacturing Director,Divorced,22100,8,11,1,11,4,7,1,6,4,3,3,3,3,7.420375948237223
1067,42,No,Travel_Rarely,Sales,2,4,Medical,1068,Female,2,Research Director,Single,45390,4,17,1,8,5,0,0,0,4,3,3,3,3,6.381533913431388
1068,32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1069,Male,2,Laboratory Technician,Single,27410,7,11,0,7,3,2,2,2,3,2,2,3,3,9.909873940205001
1069,46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1070,Male,2,Laboratory Technician,Divorced,34910,2,14,0,25,0,19,2,8,1,1,3,3,3,7.523045515394722
1070,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1071,Female,5,Research Scientist,Married,45410,1,14,2,9,4,9,5,8,2,3,3,4,3,6.5135988398036115
1071,29,No,Travel_Rarely,Research & Development,1,2,Medical,1072,Male,3,Sales Executive,Married,26780,1,25,1,1,3,1,0,0,4,2,3,3,4,7.531957831325277
1072,43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1073,Male,1,Manufacturing Director,Married,73790,7,13,2,21,3,16,6,14,1,3,3,2,3,6.12469321731361
1073,48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1074,Female,2,Manager,Married,62720,4,14,0,29,3,22,12,9,4,2,3,2,3,5.8098393574294445
1074,29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1075,Female,1,Laboratory Technician,Single,52200,1,17,0,1,3,1,1,0,4,4,2,2,3,8.071975680499722
1075,46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1076,Female,2,Sales Representative,Married,27430,5,25,1,14,1,8,0,7,3,2,3,4,4,7.282734270414722
1076,27,No,Travel_Frequently,Research & Development,16,4,Medical,1077,Male,3,Healthcare Representative,Married,49980,0,20,2,8,3,7,7,3,4,1,2,3,4,7.343913431503611
1077,39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1078,Male,3,Healthcare Representative,Divorced,102520,8,13,1,7,3,2,2,2,3,4,3,3,3,6.2847144132083335
1078,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1079,Female,1,Human Resources,Married,27810,8,13,1,19,2,5,0,4,2,4,4,3,3,5.908809683176945
1079,28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1080,Male,2,Laboratory Technician,Married,68520,1,18,1,1,2,1,0,0,2,2,3,4,3,6.410865684961945
1080,30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1081,Female,2,Sales Executive,Single,49500,1,12,2,1,3,1,0,0,2,4,2,3,3,7.044107541276111
1081,22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1082,Female,2,Laboratory Technician,Single,35790,1,19,3,1,3,1,0,0,4,2,3,3,3,10.250703926818334
1082,36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1083,Male,1,Sales Executive,Married,131910,1,14,1,10,2,10,1,7,2,3,3,2,3,8.846895359214445
1083,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1084,Female,5,Manager,Divorced,103770,1,14,0,10,2,10,0,2,2,3,3,3,3,7.088992637215277
1084,34,No,Travel_Rarely,Sales,14,2,Technical Degree,1085,Female,1,Sales Executive,Married,22350,2,14,1,9,2,5,1,0,3,4,3,3,3,7.535445113788334
1085,29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1086,Female,1,Sales Executive,Single,105020,3,12,0,11,4,3,1,2,4,1,3,2,3,6.691262829093889
1086,37,No,Travel_Rarely,Research & Development,7,2,Medical,1087,Male,1,Manufacturing Director,Married,20110,5,13,0,16,4,5,0,4,4,1,3,4,3,8.110050200803055
1087,35,No,Travel_Rarely,Sales,2,1,Technical Degree,1088,Male,2,Laboratory Technician,Married,18590,0,25,1,4,2,3,0,2,4,2,3,2,4,10.218195002231111
1088,45,No,Travel_Rarely,Research & Development,3,3,Medical,1089,Female,2,Sales Executive,Married,37600,0,14,1,10,2,9,3,8,2,4,2,2,3,6.906858545292223
1089,36,No,Travel_Frequently,Research & Development,5,3,Medical,1090,Female,4,Manufacturing Director,Single,177790,1,17,1,10,5,10,0,8,2,4,2,1,3,5.922822400713889
1090,40,No,Travel_Rarely,Research & Development,3,3,Other,1091,Male,1,Sales Executive,Divorced,68330,2,13,0,22,3,19,11,16,1,1,3,3,3,6.639234716644166
1091,26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1092,Male,2,Human Resources,Married,68120,1,13,0,1,2,1,1,0,2,3,2,2,3,8.890831102186388
1092,27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1093,Male,2,Manufacturing Director,Single,51710,0,20,1,9,1,8,0,7,1,3,3,2,4,7.0416220437302774
1093,48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1094,Male,2,Research Director,Divorced,197400,3,14,0,24,2,22,4,7,4,4,3,4,3,7.058003123605277
1094,44,No,Travel_Rarely,Sales,1,2,Medical,1095,Male,4,Manager,Married,187110,2,12,1,10,0,2,2,2,2,1,3,3,3,6.849905176260555
1095,34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1096,Female,1,Sales Representative,Married,36920,1,12,1,5,5,5,3,0,4,1,3,3,3,9.615040160642499
1096,56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1097,Female,5,Sales Executive,Single,25590,1,21,0,5,3,4,1,0,1,4,3,3,4,6.368572066041944
1097,36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1098,Female,3,Healthcare Representative,Married,25170,2,14,0,12,3,4,1,3,3,2,1,3,3,6.6743574297186115
1098,41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1099,Female,1,Sales Executive,Married,66230,5,18,0,14,3,5,1,4,3,2,3,3,3,5.898488398036388
1099,42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1100,Female,2,Sales Executive,Married,182650,9,12,1,18,4,13,5,7,3,1,4,3,3,6.879170013386667
1100,31,No,Travel_Rarely,Sales,9,4,Life Sciences,1101,Female,1,Sales Executive,Divorced,161240,2,23,1,8,2,5,1,4,3,4,3,2,4,7.725267737616945
1101,34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1102,Female,3,Laboratory Technician,Married,25850,3,12,0,9,5,4,0,1,4,4,2,3,3,8.842529004908334
1102,31,No,Travel_Rarely,Sales,25,2,Life Sciences,1103,Female,3,Manufacturing Director,Divorced,182130,8,21,2,4,3,2,2,2,1,3,2,4,4,6.446215975011111
1103,26,No,Travel_Frequently,Sales,16,2,Life Sciences,1104,Male,2,Healthcare Representative,Married,83800,0,14,0,8,3,7,7,7,3,4,3,4,3,5.562235609103055
1104,45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1105,Female,2,Manager,Single,29940,4,18,1,12,2,4,0,3,2,3,3,3,3,7.441053101293889
1105,33,No,Travel_Rarely,Sales,1,3,Life Sciences,1106,Female,5,Sales Executive,Single,12230,1,13,1,10,3,10,0,9,2,3,2,3,3,5.932086122266667
1106,28,No,Travel_Frequently,Sales,8,3,Life Sciences,1107,Male,4,Research Scientist,Married,11180,1,11,0,7,3,7,0,7,3,4,3,3,3,10.092581436858334
1107,29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1108,Male,2,Sales Executive,Single,28750,1,11,0,1,3,1,0,0,3,1,3,3,3,6.2871028558677775
1108,39,No,Non-Travel,Research & Development,8,5,Medical,1109,Female,2,Sales Representative,Married,188240,6,19,1,10,4,3,1,2,1,3,3,3,3,5.814618473895555
1109,27,No,Travel_Rarely,Sales,3,2,Technical Degree,1110,Male,2,Healthcare Representative,Married,135770,1,12,1,6,2,5,1,2,2,2,2,3,3,6.6707407407405555
1110,34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1111,Female,2,Manufacturing Director,Married,26250,1,12,3,16,4,15,6,11,3,4,3,3,3,8.748442659526944
1111,28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1112,Male,1,Research Director,Single,187890,3,16,1,6,4,2,2,2,4,3,3,3,3,9.273622266845
1112,47,No,Non-Travel,Research & Development,1,4,Medical,1113,Male,1,Research Scientist,Married,45380,8,11,0,16,3,8,1,7,3,2,4,3,3,5.5935475234269445
1113,56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1114,Female,2,Sales Executive,Married,198470,4,14,0,6,6,0,0,0,4,1,3,3,3,7.320381526104167
1114,39,No,Travel_Rarely,Research & Development,1,3,Other,1115,Female,1,Laboratory Technician,Married,105120,1,12,1,10,2,10,7,9,1,1,3,3,3,6.453038821954444
1115,38,No,Travel_Frequently,Research & Development,4,2,Medical,1116,Female,1,Manager,Divorced,44440,1,13,0,20,2,20,0,7,4,2,3,3,3,10.677810129406389
1116,58,No,Travel_Rarely,Sales,5,3,Marketing,1117,Male,5,Sales Representative,Married,21540,4,21,1,29,3,1,0,0,4,4,2,3,4,9.769775769745557
1117,32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1118,Male,2,Laboratory Technician,Single,191900,3,17,1,8,2,4,0,3,1,3,3,3,3,9.646204819276944
1118,38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1119,Female,1,Sales Representative,Divorced,44900,2,21,1,10,1,5,0,3,2,4,4,3,4,7.191980142793334
