,department_Human Resources,department_Research & Development,department_Sales,educationfield_Human Resources,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Female,gender_Male,jobrole_Healthcare Representative,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,maritalstatus_Divorced,maritalstatus_Married,maritalstatus_Single,education,joblevel,stockoptionlevel,environmentsatisfaction,worklifebalance,jobsatisfaction,jobinvolvement,performancerating,businesstravel,age,distancefromhome,monthlyincome,numcompaniesworked,percentsalaryhike,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,mean_time,attrition
927,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,1,3,2,4,1,3,1,36,1,41070,3,11,17,2,13,6,7,5.831897590361389,0
928,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,2,3,2,3,2,3,0,45,2,83960,3,15,25,3,23,14,4,5.9937059348502775,0
929,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,4,3,3,2,3,1,24,6,20070,1,12,1,2,1,0,0,6.074939759036111,1
930,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,2,3,1,3,3,3,2,47,1,196270,7,11,25,1,23,14,10,6.459363007585834,1
931,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,4,4,3,3,3,1,26,9,106860,1,14,3,2,3,0,2,7.595769745649166,0
932,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,1,4,3,2,3,4,1,45,1,29420,1,22,21,4,21,8,6,5.997226684515834,0
933,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,1,2,3,3,3,2,32,1,88580,6,16,10,2,5,1,3,6.2699743418116665,0
934,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,2,4,3,3,3,1,31,14,167560,1,11,6,5,5,0,3,6.583981481481389,0
935,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,3,3,2,1,3,0,41,2,107980,6,14,10,5,3,1,2,7.164461178045278,0
936,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,3,1,3,3,1,40,22,23230,2,16,18,2,1,0,0,9.312427487728613,0
937,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,1,2,4,1,2,3,1,24,3,14160,1,15,6,3,6,1,2,5.58198237394,0
938,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,3,3,2,2,3,1,46,6,46150,6,12,19,3,10,0,9,7.423622266845,0
939,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,1,1,4,3,3,3,4,1,35,8,24610,2,20,17,4,7,0,7,6.698284248103334,0
940,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,1,1,2,2,4,3,3,1,30,9,87220,1,17,10,3,10,0,8,6.691999107541111,0
941,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,3,1,2,3,3,0,47,3,39550,7,12,4,5,1,0,0,7.256156849620556,0
942,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,3,0,3,2,4,3,4,1,46,1,99570,4,20,13,1,10,0,3,9.090969433288612,0
943,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0,2,3,1,3,4,1,36,1,33760,5,20,16,3,2,2,2,9.960273315483889,1
944,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,2,1,3,2,3,3,1,32,26,88230,6,13,10,3,0,0,0,6.816898705934722,1
945,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,3,2,3,1,2,3,3,1,23,6,103220,1,14,3,2,3,1,2,5.687468763944445,0
946,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,4,2,4,3,3,2,31,3,46210,2,18,9,3,5,1,4,6.175866800535278,0
947,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,4,3,4,2,3,0,39,3,109760,1,11,9,3,9,5,8,10.116549531459166,0
948,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,1,2,4,1,3,2,3,1,32,6,36600,3,11,10,0,4,0,2,7.476610887996389,0
949,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,3,1,2,2,2,2,3,1,40,6,104820,1,11,21,6,21,12,8,7.716131191432223,0
950,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,3,4,3,3,3,1,45,19,71190,4,15,9,2,5,0,3,7.504865015617778,0
951,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,4,3,1,3,3,2,30,9,95820,0,12,10,2,9,0,7,5.9239982150825,0
952,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,1,1,1,3,4,3,3,2,24,3,45080,0,11,3,5,2,2,1,5.616275100401388,0
953,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,3,2,4,3,3,2,30,10,22070,6,14,6,4,4,1,2,6.205102632753055,1
954,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,3,2,1,3,3,4,3,1,31,3,77560,1,15,6,3,5,0,2,7.028778447121667,0
955,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,3,2,4,2,3,1,27,3,66940,1,13,6,2,6,1,4,5.797469879518055,0
956,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,5,0,2,3,2,3,3,1,29,4,36910,1,13,2,3,2,2,2,6.2590751896472225,1
957,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,1,4,4,3,3,4,2,29,8,23770,8,21,10,2,3,0,2,8.486671128960277,0
958,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,3,3,1,3,3,1,30,7,23130,2,11,12,5,7,1,7,7.450123828647778,0
959,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,4,3,4,2,3,1,34,1,176650,0,11,6,5,5,1,2,9.456818384649443,0
960,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,4,2,2,3,3,0,33,2,25960,8,14,13,4,11,1,7,6.763322177599167,0
961,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,1,1,4,4,4,3,3,1,49,3,47280,3,11,8,4,5,0,4,7.604820392681666,0
962,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,1,2,1,1,3,1,33,10,43020,2,13,11,3,0,0,0,7.580101517179722,1
963,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,2,2,3,3,2,38,28,29790,4,12,9,3,6,0,5,7.752089468986944,0
964,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,2,2,1,3,3,3,3,1,31,9,168850,2,14,10,2,1,0,0,6.0184426595269445,1
965,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,1,4,3,1,3,3,1,29,3,55930,1,13,1,3,1,0,0,5.7108801874161115,0
966,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,3,3,3,3,1,30,2,104450,3,18,10,3,7,1,7,6.551996876394444,0
967,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,1,2,3,2,3,3,0,32,10,87400,2,11,12,2,7,0,7,5.508780678268611,0
968,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,2,3,4,2,3,1,38,8,25140,3,11,15,2,1,1,0,8.512315930388056,0
969,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,3,1,3,3,3,3,3,2,43,1,76550,9,12,6,3,1,0,0,8.103367916108612,1
970,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,2,2,2,3,3,1,42,1,174650,8,13,7,3,5,0,4,6.281050870147222,0
971,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,3,3,1,3,4,1,55,3,73510,8,20,34,3,1,0,0,7.0868652387325,0
972,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,4,2,2,3,3,0,33,14,108200,5,12,11,2,9,1,7,6.255401606425556,0
973,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,3,3,1,3,3,1,41,5,121690,1,19,5,2,5,0,4,6.009721106648611,0
974,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,0,4,3,3,2,4,0,34,7,196260,1,21,15,5,15,0,7,7.8463029897366665,0
975,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,2,2,1,2,3,4,3,0,53,10,20700,4,13,27,2,3,0,2,7.554045069165277,0
976,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,2,3,4,3,3,1,43,16,67820,0,16,10,2,9,1,8,5.721664435519722,0
977,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,5,1,4,3,4,3,3,1,34,10,77790,5,12,6,2,2,2,2,7.548742748772778,0
978,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,2,3,2,4,3,1,21,1,27910,1,14,1,3,1,1,0,7.066681169120833,1
979,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,4,3,3,2,3,1,38,8,32010,1,11,5,3,5,0,4,6.0464982150825,0
980,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,4,0,3,3,1,3,3,1,22,1,49680,1,14,1,3,1,0,0,8.663879964301389,1
981,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5,5,2,1,3,4,2,3,1,31,8,131200,1,12,13,6,12,5,7,6.796309683176944,0
982,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,1,3,3,3,3,1,51,1,40330,2,14,15,2,2,2,2,6.3962449799194445,0
983,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3,2,3,2,2,3,1,37,24,32910,1,16,5,2,5,0,3,7.75026215975,0
984,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,3,3,4,4,3,1,46,3,42720,7,13,24,3,2,2,2,9.858256358768333,0
985,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,0,4,3,1,2,3,1,36,27,50560,7,12,15,2,12,5,7,9.201354306113332,0
986,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,1,0,3,2,2,4,3,2,44,10,28440,1,12,6,2,5,2,3,8.576400044622778,1
987,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,3,2,2,3,3,1,37,19,27030,2,14,19,2,10,4,7,5.5958389112002775,0
988,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,3,3,4,3,4,1,35,15,19040,1,22,10,4,10,7,7,7.900931503792778,1
989,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,2,0,4,3,1,3,3,1,33,8,82240,6,19,14,3,10,7,6,7.872810129406389,0
990,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,3,4,4,3,3,1,28,9,47660,1,12,5,3,5,0,3,6.803930165104722,0
991,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,0,3,3,3,2,3,1,39,3,26100,7,12,9,2,4,2,2,6.619466755912501,0
992,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,2,3,2,3,3,0,46,9,57310,8,17,6,2,2,2,2,6.531731369923889,0
993,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,3,2,1,3,3,1,40,2,25390,4,12,7,3,4,0,2,6.095861222668333,0
994,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,0,2,2,1,3,3,1,42,7,57140,5,11,10,2,0,0,0,6.120848951360833,0
995,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3,2,3,4,3,3,0,35,10,43230,2,18,15,3,7,1,7,6.355355867915833,0
996,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,3,0,1,3,2,3,3,0,38,6,73360,5,11,13,3,11,3,8,7.646014056224722,0
997,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,4,2,1,4,4,2,34,2,134990,4,23,11,2,7,0,7,7.2915885765283335,1
998,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,4,1,1,3,3,1,37,24,137580,1,11,10,5,10,0,8,6.058831994645,1
999,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,3,4,2,3,2,39,2,51550,2,18,7,3,2,2,2,5.949748995983889,0
1000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,3,0,1,2,3,3,3,0,43,8,22580,4,18,7,2,3,1,2,6.732850290048889,0
1001,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,3,1,2,1,2,1,3,1,41,3,35970,3,13,11,2,3,1,2,7.361606425702777,0
1002,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,3,4,3,2,3,1,41,1,25150,0,18,23,2,22,13,5,10.116121151271667,0
1003,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0,1,3,3,3,3,1,30,26,44200,9,11,9,3,7,0,2,6.842600401606388,0
1004,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,4,3,2,2,3,1,26,2,65780,0,15,6,3,5,1,4,8.030913654618335,1
1005,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,4,4,2,3,3,1,46,10,44220,4,11,13,2,9,3,7,7.839794734493333,1
1006,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,3,3,4,3,3,1,40,27,102740,4,18,12,3,5,0,3,6.167845827755278,0
1007,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,0,2,3,3,2,3,1,34,2,53430,1,14,10,5,10,4,8,6.870494199018056,0
1008,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,2,2,2,3,3,0,58,2,23760,4,12,37,3,16,14,14,6.445216421240278,0
1009,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,2,4,3,2,3,1,35,8,53460,0,14,6,3,5,0,3,6.779755689424166,0
1010,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,2,1,3,3,2,3,3,1,47,19,28270,8,14,28,3,22,14,10,10.107559125390278,0
1011,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,2,1,2,3,1,3,3,1,40,1,199430,2,13,15,3,7,7,7,6.878937974118611,0
1012,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,4,2,4,2,3,1,54,27,31310,4,14,14,3,7,1,7,6.515185185185,0
1013,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0,1,3,1,3,3,2,31,8,25520,2,18,9,2,3,2,2,7.069731146809445,0
1014,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,3,3,1,3,3,1,28,1,44770,1,15,3,6,3,1,2,6.976151271753611,0
1015,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,2,2,2,4,1,3,1,38,19,64740,2,13,20,3,4,0,3,9.091726907630278,0
1016,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,3,4,2,3,1,26,8,30330,1,12,5,2,5,1,2,5.876035252119445,0
1017,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,1,3,3,3,3,2,58,10,29360,2,13,23,3,2,2,2,9.242141900936943,0
1018,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,3,2,2,1,3,3,4,0,18,2,186060,1,24,0,4,0,0,0,7.222269076305,0
1019,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,1,4,3,1,3,3,1,31,2,21680,0,14,2,2,1,0,0,5.767146363230555,1
1020,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,3,1,2,3,1,29,8,28530,4,14,4,5,2,2,0,8.486426818384444,1
1021,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,3,4,3,2,3,0,45,1,170480,4,15,10,3,8,5,7,6.7113966979025,0
1022,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,5,0,4,3,2,3,3,1,36,2,22900,4,11,15,5,1,0,0,10.059529228023056,0
1023,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,1,3,4,3,4,2,43,8,36000,1,23,7,2,7,7,7,6.462997545738333,0
1024,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,5,0,4,2,4,3,3,2,27,8,21070,0,13,6,2,5,0,2,9.919124274877221,0
1025,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,4,4,4,3,3,2,29,6,41150,1,11,11,1,11,3,10,7.322629406514722,0
1026,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,0,4,4,4,3,3,2,32,9,43270,8,13,4,4,0,0,0,7.021560687193055,0
1027,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,3,2,3,3,3,0,42,11,178560,3,18,10,2,6,3,3,6.178058902275556,0
1028,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,1,2,3,3,2,3,1,47,2,31960,4,14,7,3,2,2,0,5.536802766621944,0
1029,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,4,2,4,3,4,1,46,1,190810,3,21,12,2,9,4,7,6.917404060686945,0
1030,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,1,1,3,3,4,2,3,0,28,7,89660,1,16,3,3,3,2,2,7.200253235162778,0
1031,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,4,3,3,3,3,1,29,16,22100,8,11,11,4,7,1,6,7.420375948237223,0
1032,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,1,4,3,3,3,3,1,42,2,45390,4,17,8,5,0,0,0,6.381533913431388,0
1033,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,3,2,2,3,3,1,32,1,27410,7,11,7,3,2,2,2,9.909873940205001,1
1034,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,3,1,3,3,1,46,23,34910,2,14,25,0,19,2,8,7.523045515394722,0
1035,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,5,2,2,3,3,4,3,1,27,2,45410,1,14,9,4,9,5,8,6.5135988398036115,0
1036,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,3,1,4,3,2,3,4,1,29,1,26780,1,25,1,3,1,0,0,7.531957831325277,0
1037,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,2,1,3,3,2,3,1,43,1,73790,7,13,21,3,16,6,14,6.12469321731361,0
1038,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,4,3,2,2,3,1,48,2,62720,4,14,29,3,22,12,9,5.8098393574294445,0
1039,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,4,2,4,2,3,2,29,13,52200,1,17,1,3,1,1,0,8.071975680499722,1
1040,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,1,3,3,2,4,4,1,46,4,27430,5,25,14,1,8,0,7,7.282734270414722,1
1041,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,3,2,4,2,1,3,4,2,27,16,49980,0,20,8,3,7,7,3,7.343913431503611,0
1042,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,3,1,3,3,4,3,3,1,39,2,102520,8,13,7,3,2,2,2,6.2847144132083335,0
1043,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,2,4,4,3,3,1,55,2,27810,8,13,19,2,5,0,4,5.908809683176945,0
1044,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,2,3,2,4,3,1,28,29,68520,1,18,1,2,1,0,0,6.410865684961945,0
1045,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,2,2,2,4,3,3,1,30,12,49500,1,12,1,3,1,0,0,7.044107541276111,1
1046,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,3,4,3,2,3,3,1,22,16,35790,1,19,1,3,1,0,0,10.250703926818334,1
1047,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,2,3,3,2,3,1,36,11,131910,1,14,10,2,10,1,7,8.846895359214445,0
1048,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,5,0,2,3,3,3,3,1,31,2,103770,1,14,10,2,10,0,2,7.088992637215277,0
1049,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,3,3,4,3,3,1,34,14,22350,2,14,9,2,5,1,0,7.535445113788334,0
1050,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,0,4,3,1,2,3,1,29,5,105020,3,12,11,4,3,1,2,6.691262829093889,0
1051,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,4,3,1,4,3,1,37,7,20110,5,13,16,4,5,0,4,8.110050200803055,0
1052,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,4,3,2,2,4,1,35,2,18590,0,25,4,2,3,0,2,10.218195002231111,0
1053,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,2,2,4,2,3,1,45,3,37600,0,14,10,2,9,3,8,6.906858545292223,0
1054,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4,1,2,2,4,1,3,2,36,5,177790,1,17,10,5,10,0,8,5.922822400713889,0
1055,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,1,3,1,3,3,1,40,3,68330,2,13,22,3,19,11,16,6.639234716644166,0
1056,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,2,2,3,2,3,1,26,26,68120,1,13,1,2,1,1,0,8.890831102186388,0
1057,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,2,1,1,3,3,2,4,1,27,4,51710,0,20,9,1,8,0,7,7.0416220437302774,0
1058,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,2,0,4,3,4,4,3,2,48,2,197400,3,14,24,2,22,4,7,7.058003123605277,0
1059,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,4,1,2,3,1,3,3,1,44,1,187110,2,12,10,0,2,2,2,6.849905176260555,0
1060,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,4,3,1,3,3,0,34,27,36920,1,12,5,5,5,3,0,9.615040160642499,1
1061,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,5,0,1,3,4,3,4,1,56,1,25590,1,21,5,3,4,1,0,6.368572066041944,1
1062,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,1,2,3,3,1,36,13,25170,2,14,12,3,4,1,3,6.6743574297186115,0
1063,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,3,3,2,3,3,1,41,5,66230,5,18,14,3,5,1,4,5.898488398036388,0
1064,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,3,4,1,3,3,1,42,7,182650,9,12,18,4,13,5,7,6.879170013386667,0
1065,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,3,3,4,2,4,1,31,9,161240,2,23,8,2,5,1,4,7.725267737616945,0
