,department_Human Resources,department_Research & Development,department_Sales,educationfield_Human Resources,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Female,gender_Male,jobrole_Healthcare Representative,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,maritalstatus_Divorced,maritalstatus_Married,maritalstatus_Single,education,joblevel,stockoptionlevel,environmentsatisfaction,worklifebalance,jobsatisfaction,jobinvolvement,performancerating,businesstravel,age,distancefromhome,monthlyincome,numcompaniesworked,percentsalaryhike,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,mean_time,attrition
1006,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,3,3,4,3,3,1.0,40,27,102740,4,18,12,3,5,0,3,6.167845827755278,0
1007,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,0,2,3,3,2,3,1.0,34,2,53430,1,14,10,5,10,4,8,6.870494199018056,0
1008,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,2,2,2,3,3,0.0,58,2,23760,4,12,37,3,16,14,14,6.445216421240278,0
1009,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,2,4,3,2,3,1.0,35,8,53460,0,14,6,3,5,0,3,6.779755689424166,0
1010,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,2,1,3,3,2,3,3,1.0,47,19,28270,8,14,28,3,22,14,10,10.107559125390278,0
1011,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,2,1,2,3,1,3,3,1.0,40,1,199430,2,13,15,3,7,7,7,6.878937974118611,0
1012,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,4,2,4,2,3,1.0,54,27,31310,4,14,14,3,7,1,7,6.515185185185,0
1013,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0,1,3,1,3,3,2.0,31,8,25520,2,18,9,2,3,2,2,7.069731146809445,0
1014,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,3,3,1,3,3,1.0,28,1,44770,1,15,3,6,3,1,2,6.976151271753611,0
1015,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,2,2,2,4,1,3,1.0,38,19,64740,2,13,20,3,4,0,3,9.091726907630278,0
1016,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,3,4,2,3,1.0,26,8,30330,1,12,5,2,5,1,2,5.876035252119445,0
1017,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,1,3,3,3,3,2.0,58,10,29360,2,13,23,3,2,2,2,9.242141900936943,0
1018,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,3,2,2,1,3,3,4,0.0,18,2,186060,1,24,0,4,0,0,0,7.222269076305,0
1019,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,1,4,3,1,3,3,1.0,31,2,21680,0,14,2,2,1,0,0,5.767146363230555,1
1020,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,3,1,2,3,1.0,29,8,28530,4,14,4,5,2,2,0,8.486426818384444,1
1021,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,3,4,3,2,3,0.0,45,1,170480,4,15,10,3,8,5,7,6.7113966979025,0
1022,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,5,0,4,3,2,3,3,1.0,36,2,22900,4,11,15,5,1,0,0,10.059529228023056,0
1023,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,1,3,4,3,4,2.0,43,8,36000,1,23,7,2,7,7,7,6.462997545738333,0
1024,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,5,0,4,2,4,3,3,2.0,27,8,21070,0,13,6,2,5,0,2,9.919124274877221,0
1025,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,4,4,4,3,3,2.0,29,6,41150,1,11,11,1,11,3,10,7.322629406514722,0
1026,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,0,4,4,4,3,3,2.0,32,9,43270,8,13,4,4,0,0,0,7.021560687193055,0
1027,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,3,2,3,3,3,0.0,42,11,178560,3,18,10,2,6,3,3,6.178058902275556,0
1028,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,1,2,3,3,2,3,1.0,47,2,31960,4,14,7,3,2,2,0,5.536802766621944,0
1029,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,4,2,4,3,4,1.0,46,1,190810,3,21,12,2,9,4,7,6.917404060686945,0
1030,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,1,1,3,3,4,2,3,0.0,28,7,89660,1,16,3,3,3,2,2,7.200253235162778,0
1031,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,4,3,3,3,3,1.0,29,16,22100,8,11,11,4,7,1,6,7.420375948237223,0
1032,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,1,4,3,3,3,3,1.0,42,2,45390,4,17,8,5,0,0,0,6.381533913431388,0
1033,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,3,2,2,3,3,1.0,32,1,27410,7,11,7,3,2,2,2,9.909873940205001,1
1034,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,3,1,3,3,1.0,46,23,34910,2,14,25,0,19,2,8,7.523045515394722,0
1035,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,5,2,2,3,3,4,3,1.0,27,2,45410,1,14,9,4,9,5,8,6.5135988398036115,0
1036,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,3,1,4,3,2,3,4,1.0,29,1,26780,1,25,1,3,1,0,0,7.531957831325277,0
1037,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,2,1,3,3,2,3,1.0,43,1,73790,7,13,21,3,16,6,14,6.12469321731361,0
1038,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,4,3,2,2,3,1.0,48,2,62720,4,14,29,3,22,12,9,5.8098393574294445,0
1039,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,4,2,4,2,3,2.0,29,13,52200,1,17,1,3,1,1,0,8.071975680499722,1
1040,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,1,3,3,2,4,4,1.0,46,4,27430,5,25,14,1,8,0,7,7.282734270414722,1
1041,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,3,2,4,2,1,3,4,2.0,27,16,49980,0,20,8,3,7,7,3,7.343913431503611,0
1042,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,3,1,3,3,4,3,3,1.0,39,2,102520,8,13,7,3,2,2,2,6.2847144132083335,0
1043,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,2,4,4,3,3,1.0,55,2,27810,8,13,19,2,5,0,4,5.908809683176945,0
1044,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,2,3,2,4,3,1.0,28,29,68520,1,18,1,2,1,0,0,6.410865684961945,0
1045,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,2,2,2,4,3,3,1.0,30,12,49500,1,12,1,3,1,0,0,7.044107541276111,1
1046,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,3,4,3,2,3,3,1.0,22,16,35790,1,19,1,3,1,0,0,10.250703926818334,1
1047,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,2,3,3,2,3,1.0,36,11,131910,1,14,10,2,10,1,7,8.846895359214445,0
1048,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,5,0,2,3,3,3,3,1.0,31,2,103770,1,14,10,2,10,0,2,7.088992637215277,0
1049,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,3,3,4,3,3,1.0,34,14,22350,2,14,9,2,5,1,0,7.535445113788334,0
1050,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,0,4,3,1,2,3,1.0,29,5,105020,3,12,11,4,3,1,2,6.691262829093889,0
1051,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,4,3,1,4,3,1.0,37,7,20110,5,13,16,4,5,0,4,8.110050200803055,0
1052,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,4,3,2,2,4,1.0,35,2,18590,0,25,4,2,3,0,2,10.218195002231111,0
1053,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,2,2,4,2,3,1.0,45,3,37600,0,14,10,2,9,3,8,6.906858545292223,0
1054,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4,1,2,2,4,1,3,2.0,36,5,177790,1,17,10,5,10,0,8,5.922822400713889,0
1055,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,1,3,1,3,3,1.0,40,3,68330,2,13,22,3,19,11,16,6.639234716644166,0
1056,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,2,2,3,2,3,1.0,26,26,68120,1,13,1,2,1,1,0,8.890831102186388,0
1057,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,2,1,1,3,3,2,4,1.0,27,4,51710,0,20,9,1,8,0,7,7.0416220437302774,0
1058,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,2,0,4,3,4,4,3,2.0,48,2,197400,3,14,24,2,22,4,7,7.058003123605277,0
1059,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,4,1,2,3,1,3,3,1.0,44,1,187110,2,12,10,0,2,2,2,6.849905176260555,0
1060,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,4,3,1,3,3,0.0,34,27,36920,1,12,5,5,5,3,0,9.615040160642499,1
1061,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,5,0,1,3,4,3,4,1.0,56,1,25590,1,21,5,3,4,1,0,6.368572066041944,1
1062,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,1,2,3,3,1.0,36,13,25170,2,14,12,3,4,1,3,6.6743574297186115,0
1063,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,3,3,2,3,3,1.0,41,5,66230,5,18,14,3,5,1,4,5.898488398036388,0
1064,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,3,4,1,3,3,1.0,42,7,182650,9,12,18,4,13,5,7,6.879170013386667,0
1065,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,3,3,4,2,4,1.0,31,9,161240,2,23,8,2,5,1,4,7.725267737616945,0
1066,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,4,2,4,3,3,1.0,34,8,25850,3,12,9,5,4,0,1,8.842529004908334,0
1067,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,2,1,2,3,4,4,1.0,31,25,182130,8,21,4,3,2,2,2,6.446215975011111,0
1068,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,3,3,4,4,3,2.0,26,16,83800,0,14,8,3,7,7,7,5.562235609103055,0
1069,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,1,2,3,3,3,3,2.0,45,8,29940,4,18,12,2,4,0,3,7.441053101293889,0
1070,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,5,1,2,2,3,3,3,1.0,33,1,12230,1,13,10,3,10,0,9,5.932086122266667,0
1071,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,4,0,3,3,4,3,3,2.0,28,8,11180,1,11,7,3,7,0,7,10.092581436858334,0
1072,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,2,0,3,3,1,3,3,2.0,29,2,28750,1,11,1,3,1,0,0,6.2871028558677775,1
1073,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2,1,1,3,3,3,3,0.0,39,8,188240,6,19,10,4,3,1,2,5.814618473895555,0
1074,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,2,2,3,3,1.0,27,3,135770,1,12,6,2,5,1,2,6.6707407407405555,0
1075,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,2,3,3,3,4,3,3,2.0,34,9,26250,1,12,16,4,15,6,11,8.748442659526944,0
1076,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,4,3,3,3,3,1.0,28,25,187890,3,16,6,4,2,2,2,9.273622266845,1
1077,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,3,4,2,3,3,0.0,47,1,45380,8,11,16,3,8,1,7,5.5935475234269445,0
1078,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,4,3,1,3,3,1.0,56,4,198470,4,14,6,6,0,0,0,7.320381526104167,0
1079,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,1,1,3,1,3,3,1.0,39,1,105120,1,12,10,2,10,7,9,6.453038821954444,0
1080,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,5,1,4,2,4,3,4,1.0,58,5,21540,4,21,29,3,1,0,0,9.769775769745557,0
1081,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1,1,3,3,3,3,2.0,32,9,191900,3,17,8,2,4,0,3,9.646204819276944,1
1082,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,1,2,4,4,3,4,1.0,38,3,44900,2,21,10,1,5,0,3,7.191980142793334,0
1083,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,2,1,2,3,4,2,3,2.0,49,11,35060,3,11,28,4,5,4,3,5.9315863453813895,0
1084,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,1,2,3,4,3,3,1.0,42,1,23720,3,12,14,3,0,0,0,8.492295850066666,0
1085,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,1,1,3,2,3,3,2.0,27,8,102310,1,13,1,2,1,0,0,6.2932005800980555,1
1086,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,1,1,3,3,1.0,35,25,54100,0,18,6,4,5,0,4,6.426741410084722,0
1087,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,3,2,3,3,3,0.0,28,21,79780,1,16,5,2,5,1,4,6.210493083444723,0
1088,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,3,4,1,4,3,0.0,31,23,38670,1,11,4,4,4,2,3,9.734163319946388,0
1089,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,2,2,1,3,2,1,3,0.0,36,1,28380,1,19,5,5,5,0,2,6.902014725568889,0
1090,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,4,1,1,2,4,3,3,1.0,34,2,46950,1,16,14,2,14,2,1,5.6618540829986115,0
1091,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,4,2,3,2,3,1.0,34,19,33390,1,16,9,2,8,1,1,6.4742447568047226,0
1092,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,3,2,1,4,3,1.0,26,2,20800,0,13,8,6,7,7,6,6.580775323516111,0
1093,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,2,0,1,2,1,4,4,1.0,29,2,20960,0,22,6,2,5,0,2,7.441870816599723,0
1094,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,3,3,4,4,3,0.0,32,3,62090,5,17,9,5,5,1,2,6.460208612226666,0
1095,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,2,1,4,3,1,3,3,2.0,31,25,180610,1,14,10,2,10,8,7,6.5877409638552775,0
1096,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,2,1,3,2,4,2,3,1.0,28,7,171230,5,15,6,2,4,0,3,5.761482597054722,1
1097,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,1,2,1,2,3,1.0,38,9,23720,4,12,20,3,1,0,0,7.006826193663334,0
1098,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,2,1,3,3,4,1,3,1.0,35,5,48830,1,18,10,1,10,0,9,8.142954038375555,0
1099,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,4,3,4,3,3,1.0,27,2,39040,1,15,7,2,7,0,7,7.7010140562247225,0
1100,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,4,3,4,2,3,1.0,32,8,46270,8,17,8,2,1,0,0,7.093589915216389,0
1101,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,1,3,4,3,3,2.0,31,2,70940,1,14,10,2,10,0,8,9.613278670236388,1
1102,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,3,1,1,2,3,3,3,1.0,54,14,66740,3,17,9,2,4,2,3,7.293974788040833,0
1103,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4,3,4,3,3,3,3,2.0,33,2,168800,1,14,9,2,9,2,8,7.645087014725555,0
1104,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,1,3,3,3,3,1.0,43,3,90940,1,12,10,0,10,0,9,7.329946452476388,0
1105,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,4,0,4,3,2,2,3,2.0,38,2,84460,0,14,7,3,6,1,2,7.350915885765278,0
1106,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,3,3,2,2,3,1.0,55,9,119160,4,15,35,3,10,1,4,7.726300758589723,0
1107,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,2,3,1,2,3,1.0,39,4,98520,0,12,21,5,20,11,10,5.600008924587222,0
1108,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,4,3,3,3,3,0.0,42,10,61510,1,13,20,3,20,3,7,6.061619812583611,0
1109,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,3,4,3,3,3,0.0,31,14,23020,4,14,13,3,11,4,8,5.834030566711111,0
1110,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,2,2,3,1,3,1.0,24,5,178610,1,11,4,5,4,1,2,6.655082552431945,0
1111,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,4,4,4,3,3,1.0,23,7,191870,1,11,5,2,5,1,4,6.657226684515834,0
1112,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,4,4,3,2,4,2.0,40,21,197170,1,21,10,1,10,9,4,7.560360330209722,0
1113,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,3,2,3,2,2,3,1.0,40,8,35440,3,18,15,3,11,5,10,5.937619366354167,0
1114,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2,0,3,3,2,3,3,1.0,25,20,85000,4,12,6,2,2,1,2,5.660235385988334,0
1115,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,2,0,4,2,2,2,3,1.0,30,20,46610,1,11,12,3,12,1,7,5.520288933511667,0
1116,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,5,1,4,2,3,3,3,1.0,25,7,41030,6,15,7,2,2,0,2,9.539086345381389,0
1117,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,2,1,1,3,3,2,3,1.0,47,1,42490,2,13,25,2,17,12,11,7.247347166443333,0
1118,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,2,2,3,3,3,0.0,33,1,140260,1,12,1,4,1,0,0,5.7503859883977775,0
1119,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,4,3,2,3,3,1.0,38,19,68930,0,17,16,3,15,5,8,7.460047969656389,0
1120,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3,1,1,3,3,3,3,1.0,31,10,61250,0,13,3,3,2,1,2,6.632880410530833,0
1121,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,2,0,1,3,3,3,3,2.0,38,1,36690,2,19,10,2,8,7,7,6.326625390450555,0
1122,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,2,1,4,2,1,1,3,1.0,42,6,100080,6,19,9,3,4,1,2,9.571763721552777,0
1123,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,3,4,1,3,1.0,41,2,23870,3,17,12,1,5,1,0,7.2349910754125,0
1124,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,3,1,2,2,3,0.0,47,21,46390,0,11,14,2,13,5,12,7.024934181168889,0
1125,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,4,3,3,2,3,1.0,35,4,78980,7,15,5,2,2,2,2,9.85588018741611,0
1126,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,4,4,3,3,3,1.0,22,12,25340,0,11,4,1,3,1,2,5.860414993306389,0
1127,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,2,2,3,3,3,4,1.0,35,9,131420,1,25,10,4,10,0,8,7.7476974564925,0
1128,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,3,0,2,3,4,2,3,1.0,33,3,16110,0,14,10,2,9,8,1,8.8111869701025,0
1129,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,3,0,3,3,2,3,3,1.0,32,3,53630,1,13,6,4,6,4,1,6.8461635430611105,0
1130,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,2,1,1,2,4,2,3,1.0,40,1,50710,8,17,8,3,1,0,0,5.644827086122222,0
1131,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,3,0,2,3,2,3,3,1.0,32,1,136950,0,13,3,3,2,2,2,5.720210843373334,0
1132,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,1,1,1,3,4,3,3,1.0,39,4,134020,7,14,18,1,7,1,7,7.502860330209722,0
1133,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,1,2,3,3,2,3,1.0,38,20,20290,3,11,20,3,18,1,11,7.39043953592139,0
1134,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,2,3,3,4,3,3,1.0,32,18,63770,1,12,14,3,14,5,7,7.454241410084722,0
1135,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4,1,3,3,4,3,3,1.0,37,1,54290,1,17,16,3,16,6,8,9.084291610887778,0
1136,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,2,0,1,2,3,3,4,1.0,25,2,27850,0,21,6,2,5,0,4,7.779502454261388,0
1137,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,1,1,1,2,4,3,3,0.0,52,2,46140,2,16,16,3,9,0,0,6.668002008031944,0
1138,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,3,4,3,3,1.0,44,8,26100,6,15,6,2,4,1,2,10.067626059794723,0
1139,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,3,3,3,3,1,3,3,1.0,21,10,66870,1,19,2,0,2,1,2,7.831948906738055,0
1140,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,1,4,2,4,4,3,0.0,39,3,47240,2,12,21,4,6,1,3,6.179670905845556,0
